data_size,batch_size,layers,eochs,max mcc,avg mcc,iterations,regularization,learning rate
2000,3,2,8,0.02196,0.0183,5,0.001,0.01
2000,3,2,8,0.01377,0.01109,5,0.004,0.01
2000,3,2,8,0.01443,0.01099,5,0.008,0.01
2000,3,2,8,0.01381,0.0094,5,0.01,0.01
2000,3,2,8,0.00929,0.00623,5,0.04,0.01
2000,3,2,8,0.0108,0.00586,5,0.08,0.01
