data_size,batch_size,layers,eochs,max mcc,avg mcc,iterations,regularization,learning rate
2000,3,2,8,0.02929,0.02769,5,,0.01
2000,3,2,8,0.028331,0.027398,5,,0.04
2000,3,2,8,0.0264703,0.028776,5,,0.08
2000,3,2,8,0.027716,0.026941,5,,0.1
2000,3,2,8,0.02769,0.02593,5,,0.4
2000,3,2,8,0.032419,0.028701,5,,0.001
2000,3,2,8,0.029485,0.028131,5,,0.004
2000,3,2,8,0.02944,0.027691,5,,0.008
